log_name,drift_id,change_type,drift_type,complexity,change_point,log_size
log_2697_1708943321.xes,['drift_1'],['sudden'],['sudden'],,[1308],2412.0
log_2698_1708943322.xes,['drift_1'],['sudden'],['sudden'],,[1456],2931.0
log_2699_1708943140.xes,['drift_1'],['sudden'],['sudden'],,[1449],2738.0
log_26_1708942845.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1380, 2456]",3763.0
log_2701_1708943146.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1334, 2882, 3920]",5155.0
log_2702_1708943149.xes,['drift_1'],['sudden'],['sudden'],,[1860],2984.0
log_2703_1708943159.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1837, 2235]",3300.0
log_2704_1708943164.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1811, 2153, 3510, 5502, 5890]",7699.0
log_2705_1708943171.xes,['drift_1'],['sudden'],['sudden'],,[1142],2640.0
log_2706_1708943173.xes,['drift_1'],['sudden'],['sudden'],,[1138],2152.0
log_2707_1708943175.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1210, 1618]",3183.0
log_2708_1708943178.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1524, 2001]",3657.0
log_2709_1708943183.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1850, 2296]",3522.0
log_270_1708942743.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1189, 1675, 3428, 3826]",5468.0
log_2710_1708943186.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1306, 2963, 3329, 5245, 5820]",7450.0
log_2711_1708943193.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1370, 2704]",4036.0
log_2712_1708943196.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1116, 1652, 3072, 3421, 5091, 5513]",7376.0
log_2715_1708943211.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1032, 1556, 2669, 3178, 4968, 5464]",7029.0
log_2717_1708943225.xes,['drift_1'],['sudden'],['sudden'],,[1999],3166.0
log_2718_1708943229.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1742, 3038, 3383, 4957, 5294]",6530.0
log_2719_1708943235.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1704, 2183]",3790.0
log_2720_1708943239.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1760, 3577, 3882, 4960, 5524]",6556.0
log_2721_1708943244.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1961, 2273, 3871, 4412, 6271, 6687]",7889.0
log_2723_1708943253.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1880, 3857]",5142.0
log_2725_1708943260.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1031, 1444]",3066.0
log_2726_1708943263.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1257, 2381, 2828]",4481.0
log_2727_1708943265.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1272, 2780, 4666, 5027]",6664.0
log_2729_1708943272.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1001, 1512, 2955, 3330]",5055.0
log_2730_1708943275.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1074, 1627, 2749, 3164]",4374.0
log_2731_1708943277.xes,['drift_1'],['sudden'],['sudden'],,[1572],3470.0
log_2734_1708943282.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1096, 2835, 3263, 4264]",5560.0
log_2735_1708943290.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1360, 1855, 3255, 3823]",5361.0
log_2736_1708943294.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1637, 3388, 4537, 5101]",6413.0
log_2737_1708943145.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1027, 1348]",3333.0
log_2738_1708943152.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1117, 3045, 3449]",4786.0
log_2739_1708943155.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1837, 3508]",5364.0
log_2740_1708943158.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1107, 1521, 3310, 4560, 4887]",6226.0
log_2741_1708943165.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1443, 2563, 3073]",4262.0
log_2742_1708943169.xes,['drift_1'],['sudden'],['sudden'],,[1406],2426.0
log_2743_1708943171.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1680, 2214, 4139, 4594, 5623]",7442.0
log_2744_1708943178.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1769, 2332]",3840.0
log_2745_1708943183.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1244, 2860, 3403, 4865, 5343]",7320.0
log_2746_1708943192.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1156, 1512, 2569, 3044]",4659.0
log_2747_1708943195.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1537, 1952]",3713.0
log_2748_1708943204.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1756, 3742, 4084, 5669, 6131]",7619.0
log_2749_1708943216.xes,['drift_1'],['sudden'],['sudden'],,[1834],3199.0
log_274_1708942756.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1114, 1620, 2643, 3135]",4501.0
log_2750_1708943218.xes,['drift_1'],['sudden'],['sudden'],,[1042],2115.0
log_2751_1708943223.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1963, 3239]",4545.0
log_2753_1708943227.xes,['drift_1'],['sudden'],['sudden'],,[1384],3338.0
log_2754_1708943232.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1201, 1788, 3447]",5327.0
log_2755_1708943235.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1679, 3291, 3643]",5427.0
log_2756_1708943238.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1059, 1378]",2707.0
log_2757_1708943240.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1728, 2283, 4191, 5205, 5707]",6849.0
log_2758_1708943246.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1512, 1833, 3280, 3650]",5454.0
log_2759_1708943252.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1884, 2363, 3941, 5680]",7076.0
log_275_1708942759.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1597, 2103, 3247, 4364]",5888.0
log_2762_1708943275.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1635, 2814, 3411, 4829]",5903.0
log_2763_1708943282.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1301, 2524, 2843, 4041, 4451]",5788.0
log_2764_1708943288.xes,['drift_1'],['sudden'],['sudden'],,[1697],2979.0
log_2765_1708943290.xes,['drift_1'],['sudden'],['sudden'],,[1547],2605.0
log_2767_1708943297.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1859, 2328, 3979, 5745, 6076]",7515.0
log_2768_1708943306.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1156, 2574, 4122]",5348.0
log_2770_1708943315.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1641, 2197]",3738.0
log_2771_1708943319.xes,['drift_1'],['sudden'],['sudden'],,[1975],3247.0
log_2773_1708943322.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1189, 1632]",2994.0
log_2774_1708943325.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1537, 2552, 2874, 4652]",5804.0
log_2775_1708943147.xes,['drift_1'],['sudden'],['sudden'],,[1708],3430.0
log_2776_1708943150.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1439, 1966]",3324.0
log_2777_1708943152.xes,['drift_1'],['sudden'],['sudden'],,[1868],3283.0
log_2778_1708943155.xes,['drift_1'],['sudden'],['sudden'],,[1089],2877.0
log_277_1708942770.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1464, 3247, 3799, 5451, 5945]",7264.0
log_2780_1708943160.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1700, 2296, 4046, 5966]",7319.0
log_2781_1708943166.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1662, 1984]",3004.0
log_2782_1708943169.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1189, 2361, 2761, 4381]",5596.0
log_2784_1708943178.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1856, 2292]",3734.0
log_2785_1708943180.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1469, 1876]",2939.0
log_2788_1708943188.xes,['drift_1'],['sudden'],['sudden'],,[1712],3336.0
log_278_1708942781.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1518, 2867, 4622, 5169]",6656.0
log_2791_1708943194.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1896, 2441]",4332.0
log_2792_1708943197.xes,['drift_1'],['sudden'],['sudden'],,[1230],2575.0
log_2793_1708943200.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1808, 3405, 3928, 5335, 5706]",7341.0
log_2794_1708943206.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1244, 2939, 4562]",5662.0
log_2795_1708943214.xes,['drift_1'],['sudden'],['sudden'],,[1603],3566.0
log_2796_1708943219.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1868, 2924, 3455]",4557.0
log_2797_1708943223.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1495, 3312, 5231]",6843.0
log_2798_1708943237.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1045, 2284, 2606, 4341, 4873]",6256.0
log_2799_1708943245.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1026, 2278, 4189]",5771.0
log_279_1708942785.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1981, 3078]",4993.0
log_2801_1708943252.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1179, 2420]",3885.0
log_2802_1708943256.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1708, 2062, 3740, 4284]",6218.0
log_2804_1708943272.xes,['drift_1'],['sudden'],['sudden'],,[1732],3100.0
log_2805_1708943277.xes,['drift_1'],['sudden'],['sudden'],,[1410],3225.0
log_2806_1708943279.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1035, 2283, 4169]",5993.0
log_2807_1708943284.xes,['drift_1'],['sudden'],['sudden'],,[1211],2215.0
log_280_1708942788.xes,['drift_1'],['sudden'],['sudden'],,[1017],2256.0
log_2810_1708943291.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1858, 3727]",5431.0
log_2811_1708943296.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1280, 3097, 3397, 5395, 5829]",7117.0
log_2812_1708943304.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1517, 1909]",3273.0
log_2813_1708943149.xes,['drift_1'],['sudden'],['sudden'],,[1805],2952.0
log_2815_1708943156.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1526, 1932, 3881, 4395]",5719.0
log_2816_1708943164.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1760, 2257, 3376]",4479.0
log_2817_1708943166.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1483, 3474, 4035, 5609, 6096]",7309.0
log_2818_1708943171.xes,['drift_1'],['sudden'],['sudden'],,[1099],2667.0
log_2819_1708943174.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1894, 2295, 4184]",5982.0
log_281_1708942790.xes,['drift_1'],['sudden'],['sudden'],,[1378],3242.0
log_2820_1708943177.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1739, 2320, 4035, 5963]",7558.0
log_2821_1708943192.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1083, 1457, 2623]",4211.0
log_2822_1708943198.xes,['drift_1'],['sudden'],['sudden'],,[1615],3290.0
log_2825_1708943206.xes,['drift_1'],['sudden'],['sudden'],,[1120],2465.0
log_2826_1708943208.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1983, 2420, 3956]",5222.0
log_2827_1708943214.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[2000, 3661, 4667]",6632.0
log_2829_1708943225.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1161, 1639]",3127.0
log_282_1708942794.xes,['drift_1'],['sudden'],['sudden'],,[1754],3480.0
log_2830_1708943228.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1091, 2272]",3748.0
log_2831_1708943230.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1903, 2392, 3444]",4950.0
log_2832_1708943237.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1679, 3027, 3384]",4386.0
log_2834_1708943242.xes,['drift_1'],['sudden'],['sudden'],,[1170],2300.0
log_2835_1708943244.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1288, 1737, 3493]",4633.0
log_2836_1708943250.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1603, 3508, 3819, 5433]",6838.0
log_2838_1708943258.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1252, 1807]",3189.0
log_283_1708942796.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1692, 2225, 3622, 5578]",7350.0
log_2840_1708943263.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1686, 2170]",3247.0
log_2841_1708943265.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1495, 2511]",4165.0
log_2842_1708943269.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1574, 2917, 3481]",4981.0
log_2846_1708943287.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1230, 1652, 2680]",4501.0
log_2847_1708943295.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1102, 1659, 3529, 4652]",5811.0
log_2848_1708943298.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1637, 2187]",4063.0
log_284_1708942800.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1937, 2438]",3457.0
log_2850_1708943307.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1224, 3073, 3647, 4685]",6581.0
log_2851_1708943213.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1473, 1977, 3636, 4037]",5437.0
log_2852_1708943217.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1341, 1798, 2970, 3489]",5463.0
log_2853_1708943222.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1763, 2247, 4220, 4687, 6449, 6905]",8016.0
log_2854_1708943235.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1093, 2453]",4387.0
log_2855_1708943243.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1966, 2483, 4417, 5864]",7415.0
log_2856_1708943249.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1748, 3453]",5203.0
log_2857_1708943252.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1717, 3295, 3841]",5493.0
log_2858_1708943255.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1038, 2846, 3248]",4824.0
log_2859_1708943262.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1590, 2180]",3904.0
log_2860_1708943265.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1073, 1650, 3025]",4144.0
log_2861_1708943278.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1126, 2747, 3134, 4923]",6418.0
log_2862_1708943282.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1115, 2919, 4675]",6618.0
log_2863_1708943288.xes,['drift_1'],['sudden'],['sudden'],,[1244],2271.0
log_2864_1708943290.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1633, 2195]",3805.0
log_2865_1708943293.xes,['drift_1'],['sudden'],['sudden'],,[1025],2162.0
log_2866_1708943294.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1350, 2554, 4115]",5824.0
log_2868_1708943298.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1965, 2459, 3725, 4181, 5786, 6373]",7381.0
log_286_1708942804.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1562, 1874, 3466, 3790]",5603.0
log_2870_1708943306.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1981, 2391]",4117.0
log_2871_1708943309.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1736, 2042, 3510, 3927, 5825, 6233]",7523.0
log_2872_1708943318.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1732, 3121, 3639, 4893, 5225]",6941.0
log_2874_1708943328.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1405, 2496]",3632.0
log_2875_1708943333.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1765, 3686, 5377]",6440.0
log_2877_1708943339.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1840, 2148, 3844, 4276, 5486]",6533.0
